work_year,job_title,job_category,salary_in_usd,experience_level,company_location
2023,Data DevOps Engineer,Data Engineering,95012,Mid-level,Germany
2023,Data Architect,Data Architecture and Modeling,186000,Senior,United States
2023,Data Architect,Data Architecture and Modeling,81800,Senior,United States
2023,Data Scientist,Data Science and Research,212000,Senior,United States
2023,Data Scientist,Data Science and Research,93300,Senior,United States
2023,Data Scientist,Data Science and Research,130000,Senior,United States
2023,Data Scientist,Data Science and Research,100000,Senior,United States
2023,Machine Learning Researcher,Machine Learning and AI,224400,Mid-level,United States
2023,Machine Learning Researcher,Machine Learning and AI,138700,Mid-level,United States
2023,Data Engineer,Data Engineering,210000,Executive,United States
2023,Data Engineer,Data Engineering,168000,Executive,United States
2023,Machine Learning Engineer,Machine Learning and AI,224400,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,138700,Senior,United States
2023,Data Scientist,Data Science and Research,43064,Mid-level,United Kingdom
2023,Data Scientist,Data Science and Research,36912,Mid-level,United Kingdom
2023,Data Analyst,Data Analysis,95000,Entry-level,United States
2023,Data Analyst,Data Analysis,75000,Entry-level,United States
2023,Data Scientist,Data Science and Research,300000,Senior,United States
2023,Data Scientist,Data Science and Research,234000,Senior,United States
2023,Analytics Engineer,Leadership and Management,140000,Mid-level,United States
2023,Analytics Engineer,Leadership and Management,120000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,204500,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,142200,Mid-level,United States
2023,Data Analyst,Data Analysis,155000,Mid-level,United States
2023,Data Analyst,Data Analysis,110000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,266500,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,152000,Senior,United States
2023,Applied Scientist,Data Science and Research,222200,Mid-level,United States
2023,Applied Scientist,Data Science and Research,136000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,273400,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,182200,Senior,United States
2023,BI Developer,BI and Visualization,167500,Senior,United States
2023,BI Developer,BI and Visualization,106500,Senior,United States
2023,Data Engineer,Data Engineering,185900,Senior,United States
2023,Data Engineer,Data Engineering,129300,Senior,United States
2023,Business Intelligence Engineer,BI and Visualization,185000,Mid-level,United States
2023,Business Intelligence Engineer,BI and Visualization,79600,Mid-level,United States
2023,Data Engineer,Data Engineering,122000,Senior,United States
2023,Data Engineer,Data Engineering,94500,Senior,United States
2023,Data Engineer,Data Engineering,247300,Senior,United States
2023,Data Engineer,Data Engineering,139700,Senior,United States
2023,Data Analyst,Data Analysis,176000,Senior,United States
2023,Data Analyst,Data Analysis,100000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,204500,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,142200,Senior,United States
2023,Research Scientist,Data Science and Research,247600,Senior,United States
2023,Research Scientist,Data Science and Research,127300,Senior,United States
2023,Data Scientist,Data Science and Research,223400,Senior,United States
2023,Data Scientist,Data Science and Research,186200,Senior,United States
2023,Data Engineer,Data Engineering,167500,Senior,United States
2023,Data Engineer,Data Engineering,106500,Senior,United States
2023,Data Scientist,Data Science and Research,185900,Senior,United States
2023,Data Scientist,Data Science and Research,129300,Senior,United States
2023,Research Analyst,Data Science and Research,72000,Entry-level,United States
2023,Research Analyst,Data Science and Research,64000,Entry-level,United States
2023,Analytics Engineer,Leadership and Management,179820,Senior,United States
2023,Analytics Engineer,Leadership and Management,143860,Senior,United States
2023,Research Scientist,Data Science and Research,283050,Senior,United States
2023,Research Scientist,Data Science and Research,188700,Senior,United States
2023,Data Engineer,Data Engineering,133000,Mid-level,United States
2023,Data Engineer,Data Engineering,58400,Mid-level,United States
2023,Research Engineer,Data Science and Research,141298,Senior,United States
2023,Research Engineer,Data Science and Research,115607,Senior,United States
2023,Data Analyst,Data Analysis,100000,Entry-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,266500,Senior,Canada
2023,Machine Learning Engineer,Machine Learning and AI,144400,Senior,Canada
2023,Data Engineer,Data Engineering,71363,Senior,United Kingdom
2023,Data Engineer,Data Engineering,55368,Senior,United Kingdom
2023,Research Scientist,Data Science and Research,287500,Senior,United States
2023,Research Scientist,Data Science and Research,156000,Senior,United States
2023,Data Analyst,Data Analysis,90000,Mid-level,United States
2023,Data Analyst,Data Analysis,70000,Mid-level,United States
2023,Data Engineer,Data Engineering,199000,Senior,United States
2023,Data Engineer,Data Engineering,162000,Senior,United States
2023,Data Engineer,Data Engineering,170884,Mid-level,United States
2023,Data Engineer,Data Engineering,113923,Mid-level,United States
2023,Data Engineer,Data Engineering,184000,Mid-level,United States
2023,Data Engineer,Data Engineering,123000,Mid-level,United States
2023,Data Scientist,Data Science and Research,235750,Senior,United States
2023,Data Scientist,Data Science and Research,174250,Senior,United States
2023,Research Scientist,Data Science and Research,165000,Mid-level,United States
2023,Research Scientist,Data Science and Research,118800,Mid-level,United States
2023,Data Engineer,Data Engineering,225000,Senior,United States
2023,Data Engineer,Data Engineering,150000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,213900,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,116800,Mid-level,United States
2023,Data Scientist,Data Science and Research,220000,Senior,United States
2023,Data Scientist,Data Science and Research,150000,Senior,United States
2023,Data Scientist,Data Science and Research,150000,Mid-level,United States
2023,Data Scientist,Data Science and Research,100000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,247500,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,172200,Mid-level,United States
2023,Data Engineer,Data Engineering,155000,Mid-level,United States
2023,Data Engineer,Data Engineering,120000,Mid-level,United States
2023,Data Engineer,Data Engineering,226700,Senior,United States
2023,Data Engineer,Data Engineering,133300,Senior,United States
2023,Data Engineer,Data Engineering,184000,Senior,United States
2023,Data Engineer,Data Engineering,123000,Senior,United States
2023,Data Scientist,Data Science and Research,130000,Senior,United States
2023,Data Scientist,Data Science and Research,117000,Senior,United States
2023,Data Science Engineer,Data Science and Research,160000,Senior,United States
2023,Data Science Engineer,Data Science and Research,140000,Senior,United States
2023,Data Scientist,Data Science and Research,166000,Mid-level,United States
2023,Data Scientist,Data Science and Research,73000,Mid-level,United States
2023,Data Scientist,Data Science and Research,185900,Senior,United States
2023,Data Scientist,Data Science and Research,129300,Senior,United States
2023,Data Engineer,Data Engineering,130000,Mid-level,United States
2023,Data Engineer,Data Engineering,104000,Mid-level,United States
2023,Data Engineer,Data Engineering,143000,Senior,United States
2023,Data Engineer,Data Engineering,116000,Senior,United States
2023,Research Scientist,Data Science and Research,220000,Mid-level,United States
2023,Research Scientist,Data Science and Research,180000,Mid-level,United States
2023,Data Engineer,Data Engineering,215000,Senior,United States
2023,Data Engineer,Data Engineering,200000,Senior,United States
2023,Data Scientist,Data Science and Research,253000,Mid-level,United States
2023,Data Scientist,Data Science and Research,131000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,220000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,176000,Senior,United States
2023,Data Quality Analyst,Data Quality and Operations,49216,Entry-level,United Kingdom
2023,Data Quality Analyst,Data Quality and Operations,36912,Entry-level,United Kingdom
2023,Data Scientist,Data Science and Research,210000,Senior,United States
2023,Data Scientist,Data Science and Research,147000,Senior,United States
2023,Data Product Manager,Leadership and Management,186000,Mid-level,United States
2023,Data Product Manager,Leadership and Management,161000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,205000,Senior,United States
2023,Data Engineer,Data Engineering,220000,Mid-level,Canada
2023,Data Engineer,Data Engineering,190000,Mid-level,Canada
2023,Data Analyst,Data Analysis,137000,Senior,United States
2023,Data Analyst,Data Analysis,110000,Senior,United States
2023,Data Scientist,Data Science and Research,172000,Senior,United States
2023,Data Scientist,Data Science and Research,146000,Senior,United States
2023,Data Engineer,Data Engineering,148000,Mid-level,United States
2023,Data Engineer,Data Engineering,99000,Mid-level,United States
2023,Data Scientist,Data Science and Research,150000,Senior,United States
2023,Data Analyst,Data Analysis,105000,Entry-level,United States
2023,Data Engineer,Data Engineering,99000,Senior,United States
2023,Data Engineer,Data Engineering,52500,Senior,United States
2023,Machine Learning Scientist,Machine Learning and AI,180514,Senior,United States
2023,Machine Learning Scientist,Machine Learning and AI,108308,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,210000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,147000,Senior,United States
2023,Data Engineer,Data Engineering,290300,Senior,United States
2023,Data Engineer,Data Engineering,196685,Senior,United States
2023,AI Engineer,Machine Learning and AI,220000,Senior,United States
2023,AI Engineer,Machine Learning and AI,176000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,175000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,130000,Mid-level,United States
2023,Data Architect,Data Architecture and Modeling,185000,Senior,United States
2023,Data Architect,Data Architecture and Modeling,150000,Senior,United States
2023,Data Engineer,Data Engineering,145000,Senior,United States
2023,Data Engineer,Data Engineering,115000,Senior,United States
2023,MLOps Engineer,Machine Learning and AI,133000,Entry-level,United States
2023,MLOps Engineer,Machine Learning and AI,58300,Entry-level,United States
2023,Analytics Engineer,Leadership and Management,115000,Senior,United States
2023,Analytics Engineer,Leadership and Management,95000,Senior,United States
2023,Data Engineer,Data Engineering,110244,Mid-level,United Kingdom
2023,Data Engineer,Data Engineering,39372,Mid-level,United Kingdom
2023,Data Scientist,Data Science and Research,43187,Entry-level,Spain
2023,Data Scientist,Data Science and Research,31310,Entry-level,Spain
2023,Data Analyst,Data Analysis,92280,Entry-level,United Kingdom
2023,Data Analyst,Data Analysis,67672,Entry-level,United Kingdom
2023,Data Scientist,Data Science and Research,75577,Senior,Ireland
2023,Deep Learning Engineer,Machine Learning and AI,303387,Senior,Canada
2023,Deep Learning Engineer,Machine Learning and AI,100017,Senior,Canada
2023,Data Engineer,Data Engineering,230300,Senior,United States
2023,Data Engineer,Data Engineering,140000,Senior,United States
2023,Data Engineer,Data Engineering,124935,Senior,South Africa
2023,Data Engineer,Data Engineering,76050,Senior,South Africa
2023,Data Scientist,Data Science and Research,224800,Senior,United States
2023,Data Scientist,Data Science and Research,131100,Senior,United States
2023,Data Scientist,Data Science and Research,258000,Senior,United States
2023,Data Scientist,Data Science and Research,171000,Senior,United States
2023,Data Engineer,Data Engineering,196000,Senior,United States
2023,Data Engineer,Data Engineering,121000,Senior,United States
2023,Data Engineer,Data Engineering,195800,Senior,United States
2023,Data Engineer,Data Engineering,171500,Senior,United States
2023,Data Modeler,Data Architecture and Modeling,166000,Mid-level,United States
2023,Data Modeler,Data Architecture and Modeling,73100,Mid-level,United States
2023,Data Scientist,Data Science and Research,220000,Mid-level,United States
2023,Data Scientist,Data Science and Research,160000,Mid-level,United States
2023,Data Scientist,Data Science and Research,85000,Entry-level,United States
2023,Data Scientist,Data Science and Research,65000,Entry-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,United States
2023,Data Scientist,Data Science and Research,185000,Senior,United States
2023,Data Scientist,Data Science and Research,152000,Senior,United States
2023,Data Scientist,Data Science and Research,48585,Senior,Spain
2023,Data Scientist,Data Science and Research,38868,Senior,Spain
2023,Research Engineer,Data Science and Research,220000,Mid-level,United States
2023,Research Engineer,Data Science and Research,100000,Mid-level,United States
2023,Data Analyst,Data Analysis,110000,Senior,Poland
2023,Data Analyst,Data Analysis,80000,Senior,Poland
2023,Data Analyst,Data Analysis,36912,Senior,United Kingdom
2023,Data Scientist,Data Science and Research,150200,Senior,United States
2023,Data Scientist,Data Science and Research,71000,Senior,United States
2023,Data Engineer,Data Engineering,167200,Senior,United States
2023,Data Engineer,Data Engineering,133000,Senior,United States
2023,Data Engineer,Data Engineering,58400,Senior,United States
2023,Data Scientist,Data Science and Research,135000,Mid-level,United States
2023,Data Scientist,Data Science and Research,110000,Mid-level,United States
2023,Data Product Owner,Leadership and Management,104584,Mid-level,United Kingdom
2023,Data Product Owner,Leadership and Management,73824,Mid-level,United Kingdom
2023,Data Scientist,Data Science and Research,187415,Senior,United States
2023,Data Scientist,Data Science and Research,114080,Senior,United States
2023,Data Engineer,Data Engineering,166000,Mid-level,United States
2023,Data Engineer,Data Engineering,73100,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,306400,Senior,Canada
2023,Machine Learning Engineer,Machine Learning and AI,168700,Senior,Canada
2023,Data Analyst,Data Analysis,32974,Entry-level,United Kingdom
2023,Data Analyst,Data Analysis,165000,Senior,United States
2023,Data Analyst,Data Analysis,140000,Senior,United States
2023,Analytics Engineer,Leadership and Management,150000,Mid-level,United States
2023,Data Analyst,Data Analysis,167000,Mid-level,United States
2023,Data Analyst,Data Analysis,121000,Mid-level,United States
2023,Data Scientist,Data Science and Research,190200,Senior,United States
2023,Data Scientist,Data Science and Research,95100,Senior,United States
2023,Data Analyst,Data Analysis,133000,Entry-level,United States
2023,Data Analyst,Data Analysis,58400,Entry-level,United States
2023,Data Engineer,Data Engineering,90000,Mid-level,United States
2023,Data Engineer,Data Engineering,70000,Mid-level,United States
2023,Data Scientist,Data Science and Research,73100,Mid-level,United States
2023,Data Engineer,Data Engineering,135000,Senior,United States
2023,Data Engineer,Data Engineering,100000,Senior,United States
2023,Data Engineer,Data Engineering,180514,Senior,United Kingdom
2023,Data Engineer,Data Engineering,108308,Senior,United Kingdom
2023,Machine Learning Engineer,Machine Learning and AI,294000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,192000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,266000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,167000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,200000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,150000,Senior,United States
2023,Data Analyst,Data Analysis,163800,Entry-level,United States
2023,Data Analyst,Data Analysis,88200,Entry-level,United States
2023,Data Analyst,Data Analysis,180400,Senior,United States
2023,Data Analyst,Data Analysis,138800,Senior,United States
2023,Data Analyst,Data Analysis,67672,Mid-level,United Kingdom
2023,Data Analyst,Data Analysis,55368,Mid-level,United Kingdom
2023,Machine Learning Engineer,Machine Learning and AI,319000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,206000,Senior,United States
2023,Data Scientist,Data Science and Research,215000,Senior,United States
2023,Data Scientist,Data Science and Research,142000,Senior,United States
2023,Data Scientist,Data Science and Research,266000,Senior,United States
2023,Data Scientist,Data Science and Research,167000,Senior,United States
2023,Data Analyst,Data Analysis,140130,Senior,United States
2023,Data Analyst,Data Analysis,84870,Senior,United States
2023,Data Engineer,Data Engineering,178300,Mid-level,United States
2023,Data Engineer,Data Engineering,105400,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,215000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,142000,Senior,United States
2023,Research Scientist,Data Science and Research,240000,Senior,United States
2023,Research Scientist,Data Science and Research,210000,Senior,United States
2023,Data Engineer,Data Engineering,150000,Mid-level,United States
2023,Data Science Consultant,Data Science and Research,116000,Senior,United States
2023,Data Science Consultant,Data Science and Research,90000,Senior,United States
2023,Data Science Consultant,Data Science and Research,145000,Senior,United States
2023,Data Science Consultant,Data Science and Research,128000,Senior,United States
2023,Data Engineer,Data Engineering,154000,Senior,United States
2023,Data Engineer,Data Engineering,126000,Senior,United States
2023,Machine Learning Scientist,Machine Learning and AI,240000,Senior,United States
2023,Machine Learning Scientist,Machine Learning and AI,157250,Senior,United States
2023,Data Engineer,Data Engineering,219650,Executive,United States
2023,Data Engineer,Data Engineering,136000,Executive,United States
2023,Machine Learning Engineer,Machine Learning and AI,180000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,125000,Mid-level,United States
2023,Data Scientist,Data Science and Research,247600,Senior,United States
2023,Data Scientist,Data Science and Research,127300,Senior,United States
2023,Data Scientist,Data Science and Research,60000,Mid-level,United States
2023,Data Scientist,Data Science and Research,55000,Mid-level,United States
2023,Data Engineer,Data Engineering,250000,Mid-level,United States
2023,Data Engineer,Data Engineering,125000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,190000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,170000,Senior,United States
2023,Data Scientist,Data Science and Research,202600,Senior,United States
2023,Data Scientist,Data Science and Research,168800,Senior,United States
2023,Data Engineer,Data Engineering,132000,Mid-level,United States
2023,Data Engineer,Data Engineering,111000,Mid-level,United States
2023,Data Scientist,Data Science and Research,203000,Senior,United States
2023,Data Scientist,Data Science and Research,127000,Senior,United States
2023,Business Intelligence Analyst,BI and Visualization,125009,Mid-level,United States
2023,Business Intelligence Analyst,BI and Visualization,83339,Mid-level,United States
2023,Data Analyst,Data Analysis,112200,Senior,United States
2023,Data Analyst,Data Analysis,91800,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,200000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,160000,Senior,United States
2023,AI Developer,Machine Learning and AI,161952,Senior,France
2023,Data Engineer,Data Engineering,160000,Mid-level,United States
2023,Data Scientist,Data Science and Research,133000,Entry-level,United States
2023,Data Scientist,Data Science and Research,58300,Entry-level,United States
2023,Data Engineer,Data Engineering,254000,Senior,United States
2023,Data Engineer,Data Engineering,159000,Senior,United States
2023,Data Engineer,Data Engineering,170000,Senior,United States
2023,Data Engineer,Data Engineering,85000,Senior,United States
2023,Data Scientist,Data Science and Research,130500,Mid-level,United States
2023,Data Scientist,Data Science and Research,116000,Mid-level,United States
2023,Research Analyst,Data Science and Research,81400,Entry-level,United States
2023,Research Analyst,Data Science and Research,43500,Entry-level,United States
2023,Data Engineer,Data Engineering,169000,Mid-level,United States
2023,Data Engineer,Data Engineering,92000,Mid-level,United States
2023,Data Analyst,Data Analysis,166000,Senior,United States
2023,Data Analyst,Data Analysis,73100,Senior,United States
2023,Research Scientist,Data Science and Research,190000,Senior,United States
2023,Research Scientist,Data Science and Research,165000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,305600,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,146600,Senior,United States
2023,Data Analyst,Data Analysis,150000,Senior,United States
2023,Data Analyst,Data Analysis,120000,Senior,United States
2023,Data Engineer,Data Engineering,275000,Senior,United States
2023,Data Engineer,Data Engineering,146400,Senior,United States
2023,Data Scientist,Data Science and Research,208500,Senior,United States
2023,Data Scientist,Data Science and Research,165000,Senior,United States
2023,Data Scientist,Data Science and Research,258700,Senior,United States
2023,Data Scientist,Data Science and Research,172500,Senior,United States
2023,Data Engineer,Data Engineering,185000,Senior,United States
2023,Business Intelligence Analyst,BI and Visualization,198200,Senior,United States
2023,Business Intelligence Analyst,BI and Visualization,110200,Senior,United States
2023,Machine Learning Researcher,Machine Learning and AI,166000,Senior,United States
2023,Machine Learning Researcher,Machine Learning and AI,73100,Senior,United States
2023,Machine Learning Researcher,Machine Learning and AI,212000,Senior,United States
2023,Machine Learning Researcher,Machine Learning and AI,93300,Senior,United States
2023,AI Engineer,Machine Learning and AI,212000,Senior,United States
2023,AI Engineer,Machine Learning and AI,93300,Senior,United States
2023,Data Engineer,Data Engineering,166000,Senior,United States
2023,Data Engineer,Data Engineering,73100,Senior,United States
2023,Data Engineer,Data Engineering,167100,Mid-level,United States
2023,Data Engineer,Data Engineering,111400,Mid-level,United States
2023,Data Scientist,Data Science and Research,166000,Entry-level,United States
2023,Data Scientist,Data Science and Research,73100,Entry-level,United States
2023,Data Analyst,Data Analysis,170000,Executive,United States
2023,Data Analyst,Data Analysis,145000,Executive,United States
2023,Data Architect,Data Architecture and Modeling,170000,Senior,United States
2023,Data Architect,Data Architecture and Modeling,135000,Senior,United States
2023,Data Engineer,Data Engineering,139810,Senior,United States
2023,Data Engineer,Data Engineering,95325,Senior,United States
2023,Research Scientist,Data Science and Research,278700,Senior,United States
2023,Research Scientist,Data Science and Research,159300,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,226700,Senior,Canada
2023,Machine Learning Engineer,Machine Learning and AI,151100,Senior,Canada
2023,Data Engineer,Data Engineering,247300,Senior,United States
2023,Data Engineer,Data Engineering,139700,Senior,United States
2023,Data Scientist,Data Science and Research,188000,Senior,United States
2023,Data Scientist,Data Science and Research,139000,Senior,United States
2023,Data Engineer,Data Engineering,160000,Senior,United States
2023,Data Engineer,Data Engineering,94000,Senior,United States
2023,Data Manager,Leadership and Management,127000,Mid-level,United States
2023,Data Manager,Leadership and Management,65000,Mid-level,United States
2023,ML Engineer,Machine Learning and AI,276000,Senior,United States
2023,ML Engineer,Machine Learning and AI,174000,Senior,United States
2023,Applied Scientist,Data Science and Research,260000,Senior,United States
2023,Applied Scientist,Data Science and Research,136000,Senior,United States
2023,Analytics Engineer,Leadership and Management,250000,Executive,United States
2023,Analytics Engineer,Leadership and Management,210000,Executive,United States
2023,Machine Learning Engineer,Machine Learning and AI,238000,Senior,United States
2023,Data Science Director,Data Science and Research,212000,Executive,United States
2023,Data Science Director,Data Science and Research,190000,Executive,United States
2023,Research Engineer,Data Science and Research,261500,Senior,United States
2023,Research Engineer,Data Science and Research,134500,Senior,United States
2023,Data Architect,Data Architecture and Modeling,239000,Senior,United States
2023,Data Architect,Data Architecture and Modeling,122900,Senior,United States
2023,Data Scientist,Data Science and Research,158500,Senior,Canada
2023,Data Scientist,Data Science and Research,115000,Senior,Canada
2023,ML Engineer,Machine Learning and AI,331640,Senior,United States
2023,ML Engineer,Machine Learning and AI,267720,Senior,United States
2023,Data Engineer,Data Engineering,180000,Senior,United States
2023,Data Engineer,Data Engineering,90000,Senior,United States
2023,Data Analyst,Data Analysis,83000,Mid-level,United States
2023,Data Analyst,Data Analysis,66000,Mid-level,United States
2023,Data Scientist,Data Science and Research,224250,Senior,United States
2023,Data Scientist,Data Science and Research,121550,Senior,United States
2023,Data Engineer,Data Engineering,109000,Mid-level,United States
2023,Data Engineer,Data Engineering,100000,Mid-level,United States
2023,Data Scientist,Data Science and Research,205400,Senior,United States
2023,Data Scientist,Data Science and Research,92900,Senior,United States
2023,ML Engineer,Machine Learning and AI,220000,Entry-level,United States
2023,ML Engineer,Machine Learning and AI,130000,Entry-level,United States
2023,Data Scientist,Data Science and Research,160000,Mid-level,United States
2023,Data Scientist,Data Science and Research,110000,Mid-level,United States
2023,Data Engineer,Data Engineering,230000,Senior,United States
2023,Business Intelligence Engineer,BI and Visualization,186030,Senior,United States
2023,Business Intelligence Engineer,BI and Visualization,110200,Senior,United States
2023,Research Engineer,Data Science and Research,130000,Mid-level,United States
2023,Research Engineer,Data Science and Research,100000,Mid-level,United States
2023,Data Scientist,Data Science and Research,242000,Mid-level,United States
2023,Data Scientist,Data Science and Research,106200,Mid-level,United States
2023,Data Scientist,Data Science and Research,220000,Executive,United States
2023,Data Scientist,Data Science and Research,120000,Executive,United States
2023,Research Analyst,Data Science and Research,91200,Entry-level,United States
2023,Research Analyst,Data Science and Research,58200,Entry-level,United States
2023,Data Scientist,Data Science and Research,192000,Senior,United States
2023,Data Scientist,Data Science and Research,178000,Senior,United States
2023,Data Engineer,Data Engineering,210000,Senior,United States
2023,Data Engineer,Data Engineering,130000,Senior,United States
2023,Research Engineer,Data Science and Research,160000,Entry-level,United States
2023,Research Engineer,Data Science and Research,150000,Entry-level,United States
2023,Data Architect,Data Architecture and Modeling,206000,Senior,United States
2023,Data Architect,Data Architecture and Modeling,134000,Senior,United States
2023,Data Scientist,Data Science and Research,180000,Senior,United States
2023,Data Scientist,Data Science and Research,135000,Senior,United States
2023,Data Scientist,Data Science and Research,200000,Senior,United States
2023,Data Scientist,Data Science and Research,120000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,212000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,93300,Senior,United States
2023,Data Engineer,Data Engineering,106700,Mid-level,United States
2023,Data Engineer,Data Engineering,57700,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,266400,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,173300,Senior,United States
2023,Data Analyst,Data Analysis,125000,Mid-level,United States
2023,Data Analyst,Data Analysis,100000,Mid-level,United States
2023,Business Intelligence Engineer,BI and Visualization,165600,Senior,United States
2023,Business Intelligence Engineer,BI and Visualization,65800,Senior,United States
2023,Data Scientist,Data Science and Research,210400,Mid-level,United States
2023,Data Scientist,Data Science and Research,170500,Mid-level,United States
2023,Data Engineer,Data Engineering,170000,Mid-level,United States
2023,Data Engineer,Data Engineering,160000,Mid-level,United States
2023,Data Scientist,Data Science and Research,185400,Senior,United States
2023,Data Scientist,Data Science and Research,81536,Senior,United States
2023,Data Analyst,Data Analysis,193000,Senior,United States
2023,Data Analyst,Data Analysis,158000,Senior,United States
2023,Data Engineer,Data Engineering,170000,Senior,United States
2023,Data Engineer,Data Engineering,100000,Senior,United States
2023,Data Analyst,Data Analysis,95000,Mid-level,United States
2023,Data Analyst,Data Analysis,75000,Mid-level,United States
2023,Data Analyst,Data Analysis,115000,Mid-level,United States
2023,Data Analyst,Data Analysis,105000,Mid-level,United States
2023,Data Engineer,Data Engineering,161900,Senior,United States
2023,Data Analyst,Data Analysis,80000,Mid-level,United States
2023,Data Analyst,Data Analysis,192500,Senior,United States
2023,Analytics Engineer,Leadership and Management,100000,Mid-level,United States
2023,Analytics Engineer,Leadership and Management,75000,Mid-level,United States
2023,Data Engineer,Data Engineering,91000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,216600,Senior,Canada
2023,Data Scientist,Data Science and Research,166000,Senior,United States
2023,Data Scientist,Data Science and Research,73100,Senior,United States
2023,ML Engineer,Machine Learning and AI,336300,Senior,United States
2023,ML Engineer,Machine Learning and AI,179000,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,296400,Senior,United States
2023,Machine Learning Engineer,Machine Learning and AI,159600,Senior,United States
2023,Head of Data,Leadership and Management,258500,Senior,United States
2023,Head of Data,Leadership and Management,226500,Senior,United States
2023,Research Scientist,Data Science and Research,247250,Senior,United States
2023,Research Scientist,Data Science and Research,118400,Senior,United States
2023,BI Analyst,BI and Visualization,160000,Mid-level,United States
2023,BI Analyst,BI and Visualization,140000,Mid-level,United States
2023,Machine Learning Engineer,Machine Learning and AI,93400,Senior,United States
2023,Data Scientist,Data Science and Research,172256,Senior,United Kingdom
2023,Data Scientist,Data Science and Research,123040,Senior,United Kingdom
2023,Data Scientist,Data Science and Research,219000,Senior,United States
2023,Data Scientist,Data Science and Research,132000,Senior,United States
2023,Data Scientist,Data Science and Research,130500,Senior,United States
2023,Data Scientist,Data Science and Research,116000,Senior,United States
2023,Research Scientist,Data Science and Research,323300,Senior,United States
2023,Research Scientist,Data Science and Research,184700,Senior,United States
2023,Machine Learning Scientist,Machine Learning and AI,250000,Senior,United States
2023,Machine Learning Scientist,Machine Learning and AI,200000,Senior,United States
2023,Data Scientist,Data Science and Research,136000,Mid-level,United States
2023,Data Scientist,Data Science and Research,91000,Mid-level,United States
2023,Data Analyst,Data Analysis,143000,Senior,Canada
2023,Data Analyst,Data Analysis,78000,Senior,Canada
2023,Data Scientist,Data Science and Research,135000,Entry-level,United States
2023,Data Scientist,Data Science and Research,110000,Entry-level,United States
2023,Data Engineer,Data Engineering,142000,Mid-level,Canada
2023,Data Engineer,Data Engineering,102200,Mid-level,Canada
2023,Data Scientist,Data Science and Research,137500,Senior,United States
2023,Data Scientist,Data Science and Research,81500,Senior,United States
2023,BI Analyst,BI and Visualization,202000,Senior,United States
2023,BI Analyst,BI and Visualization,147000,Senior,United States
2023,Data Scientist,Data Science and Research,140000,Senior,United States
2023,Data Scientist,Data Science and Research,125000,Senior,United States
2023,Data Scientist,Data Science and Research,170625,Senior,United States
